      4800	    123297  	0.040676
      4900	    123444  	0.033276
      5000	    124748  	0.035433
       100	      1640  	0.000455
       200	      3837  	0.001058
       300	      5769  	0.001482
       400	      8042  	0.002105
       500	     10470  	0.007993
       600	     12416  	0.003723
       700	     14704  	0.003990
       800	     16822  	0.004661
       900	     20062  	0.005170
      1000	     21720  	0.006197
      1100	     23185  	0.006122
      1200	     26586  	0.007246
      1300	     29478  	0.008237
      1400	     31859  	0.008788
      1500	     32866  	0.009943
      1600	     36664  	0.009949
      1700	     41706  	0.011027
      1800	     39626  	0.012084
      1900	     41908  	0.012450
      2000	     46335  	0.012372
      2100	     50971  	0.013515
      2200	     49589  	0.033633
      2300	     53703  	0.014337
      2400	     55357  	0.014903
      2500	     55460  	0.015279
      2600	     65441  	0.018498
      2700	     68072  	0.017579
      2800	     68746  	0.017936
      2900	     68159  	0.020303
      3000	     74480  	0.021326
      3100	     76642  	0.021380
      3200	     75662  	0.039691
      3300	     82396  	0.044975
      3400	     81737  	0.047718
      3500	     83392  	0.046638
      3600	     86590  	0.047936
      3700	     90188  	0.025199
      3800	     96534  	0.027897
      3900	    105017  	0.035869
      4000	     99382  	0.029698
      4100	    102464  	0.027134
      4200	     99820  	0.027299
      4300	    105688  	0.030421
      4400	    105309  	0.031224
      4500	    111753  	0.030493
      4600	    117852  	0.031626
      4700	    115151  	0.032376
      4800	    118833  	0.036765
      4900	    121803  	0.033396
      5000	    121891  	0.035077
       100	      1666  	0.000471
       200	      3732  	0.001050
       300	      5816  	0.001541
       400	      7764  	0.002096
       500	     10421  	0.002933
       600	     12168  	0.007038
       700	     15044  	0.005824
       800	     16849  	0.004630
       900	     18729  	0.004958
      1000	     22354  	0.005785
      1100	     23697  	0.007500
      1200	     26877  	0.008294
      1300	     30571  	0.007869
      1400	     30564  	0.007957
      1500	     34363  	0.009575
      1600	     36385  	0.010855
      1700	     38544  	0.010033
      1800	     40063  	0.011856
      1900	     44258  	0.011261
      2000	     45702  	0.013928
      2100	     51649  	0.016178
      2200	     52498  	0.014274
      2300	     54242  	0.014607
      2400	     56278  	0.015484
      2500	     63667  	0.024017
      2600	     61025  	0.016308
      2700	     66895  	0.017252
      2800	     66279  	0.018962
      2900	     70700  	0.020090
      3000	     70349  	0.026231
      3100	     73142  	0.020470
      3200	     73985  	0.021166
      3300	     78502  	0.021992
      3400	     80939  	0.025672
      3500	     87222  	0.024249
      3600	     84518  	0.025268
      3700	     89257  	0.024761
      3800	     92139  	0.028935
      3900	     94379  	0.025791
      4000	    103493  	0.028833
      4100	     98452  	0.027275
      4200	    103899  	0.027997
      4300	    109506  	0.033587
      4400	    108013  	0.030056
      4500	    113194  	0.038965
      4600	    120807  	0.032799
      4700	    116934  	0.031468
      4800	    123675  	0.039739
      4900	    121328  	0.041690
      5000	    123237  	0.035083
       100	      1695  	0.000458
       200	      3713  	0.000992
       300	      5510  	0.001487
       400	      7992  	0.003427
       500	     10253  	0.005103
       600	     12365  	0.003259
       700	     15057  	0.005381
       800	     17585  	0.005139
       900	     19869  	0.005311
      1000	     22279  	0.006252
      1100	     23812  	0.007488
      1200	     25840  	0.009649
      1300	     29467  	0.009050
      1400	     33485  	0.009162
      1500	     33661  	0.010576
      1600	     36879  	0.009690
      1700	     40580  	0.011396
      1800	     39854  	0.010736
      1900	     45431  	0.012870
      2000	     48029  	0.013325
      2100	     48626  	0.013113
      2200	     54553  	0.014471
      2300	     53883  	0.014849
      2400	     54589  	0.020245
      2500	     57533  	0.015368
      2600	     61222  	0.022180
      2700	     63218  	0.017211
      2800	     68144  	0.017935
      2900	     75807  	0.021010
      3000	     71942  	0.020033
      3100	     72469  	0.020272
      3200	     75877  	0.022281
      3300	     83286  	0.023469
      3400	     86111  	0.023419
      3500	     81635  	0.027404
      3600	     88228  	0.024599
      3700	     93276  	0.028448
      3800	     90660  	0.025227
      3900	     97022  	0.026003
      4000	    101810  	0.026868
      4100	    102936  	0.028674
      4200	    101873  	0.028965
      4300	    103033  	0.029065
      4400	    115640  	0.031058
      4500	    112604  	0.031248
      4600	    117854  	0.031217
      4700	    113537  	0.032689
      4800	    117032  	0.031866
      4900	    123715  	0.032870
      5000	    129144  	0.034542
       100	      1843  	0.000513
       200	      3705  	0.000997
       300	      5477  	0.001499
       400	      7793  	0.002058
       500	     10296  	0.002790
       600	     12566  	0.003328
       700	     15026  	0.004111
       800	     16893  	0.004917
       900	     19002  	0.005093
      1000	     21241  	0.007345
      1100	     24150  	0.007625
      1200	     26436  	0.008685
      1300	     31254  	0.009413
      1400	     31761  	0.008520
      1500	     33471  	0.009115
      1600	     37901  	0.010977
      1700	     38012  	0.011380
      1800	     41586  	0.010533
      1900	     43399  	0.012715
      2000	     46009  	0.013633
      2100	     47881  	0.012339
      2200	     50221  	0.013951
      2300	     54202  	0.014252
      2400	     61938  	0.016036
      2500	     58994  	0.016921
      2600	     59225  	0.015968
      2700	     66673  	0.017376
      2800	     66821  	0.021522
      2900	     71760  	0.020516
      3000	     72036  	0.023489
      3100	     75461  	0.021060
      3200	     80050  	0.021698
      3300	     78888  	0.027851
      3400	     81496  	0.022685
      3500	     87189  	0.023720
      3600	     90204  	0.024891
      3700	     87476  	0.024652
      3800	     90186  	0.026288
      3900	     94025  	0.025860
      4000	    100872  	0.030516
      4100	    102704  	0.032227
      4200	    101837  	0.028970
      4300	    104072  	0.028229
      4400	    108874  	0.038712
      4500	    110733  	0.030463
      4600	    113389  	0.030640
      4700	    115805  	0.037871
      4800	    119645  	0.032040
      4900	    126802  	0.034100
      5000	    124795  	0.033049
       100	      1582  	0.000451
       200	      3654  	0.000983
       300	      6050  	0.001578
       400	      7798  	0.002056
       500	     10061  	0.003004
       600	     12550  	0.003380
       700	     14476  	0.004687
       800	     17689  	0.004728
       900	     19406  	0.005124
      1000	     22249  	0.007097
      1100	     24805  	0.006288
      1200	     26261  	0.006883
      1300	     29784  	0.009088
      1400	     31761  	0.008248
      1500	     32740  	0.010576
